    Raman shift    inc freq                      X                               Y                                Z
                                            Real       Imag                 Real       Imag                 Real       Imag
                                    0.110851E-13  -0.352361E-13     -0.485419E-13   0.155813E-12     -0.680693E-03   0.177470E-02

      0.00000    46054.23340       -0.234507E+01   0.719259E+01      0.108292E+02  -0.332142E+02      0.115076E-13  -0.350374E-13

                                    0.108292E+02  -0.332142E+02     -0.500073E+02   0.153378E+03     -0.503663E-13   0.154745E-12

                                    0.115076E-13  -0.350374E-13     -0.503663E-13   0.154745E-12     -0.713318E-03   0.181358E-02

      0.00000    46094.56110       -0.243244E+01   0.713947E+01      0.112326E+02  -0.329689E+02      0.119439E-13  -0.348132E-13

                                    0.112326E+02  -0.329689E+02     -0.518703E+02   0.152245E+03     -0.522349E-13   0.153566E-12

                                    0.119439E-13  -0.348132E-13     -0.522349E-13   0.153566E-12     -0.750930E-03   0.185033E-02

      0.00000    46134.88880       -0.251991E+01   0.707966E+01      0.116365E+02  -0.326927E+02      0.123841E-13  -0.345562E-13

                                    0.116365E+02  -0.326927E+02     -0.537355E+02   0.150969E+03     -0.541022E-13   0.152244E-12

                                    0.123841E-13  -0.345562E-13     -0.541022E-13   0.152244E-12     -0.793467E-03   0.188527E-02

      0.00000    46175.21650       -0.260494E+01   0.701269E+01      0.120292E+02  -0.323834E+02      0.128167E-13  -0.342646E-13

                                    0.120292E+02  -0.323834E+02     -0.555487E+02   0.149541E+03     -0.559127E-13   0.150767E-12

                                    0.128167E-13  -0.342646E-13     -0.559127E-13   0.150767E-12     -0.841567E-03   0.191869E-02

      0.00000    46215.54420       -0.268509E+01   0.693928E+01      0.123993E+02  -0.320444E+02      0.132310E-13  -0.339415E-13

                                    0.123993E+02  -0.320444E+02     -0.572579E+02   0.147976E+03     -0.576125E-13   0.149153E-12

                                    0.132310E-13  -0.339415E-13     -0.576125E-13   0.149153E-12     -0.896552E-03   0.195035E-02

      0.00000    46255.87190       -0.275852E+01   0.686102E+01      0.127384E+02  -0.316831E+02      0.136198E-13  -0.335936E-13

                                    0.127384E+02  -0.316831E+02     -0.588238E+02   0.146307E+03     -0.591604E-13   0.147434E-12

                                    0.136198E-13  -0.335936E-13     -0.591604E-13   0.147434E-12     -0.960065E-03   0.197898E-02

      0.00000    46296.19960       -0.282425E+01   0.678002E+01      0.130419E+02  -0.313090E+02      0.139790E-13  -0.332289E-13

                                    0.130419E+02  -0.313090E+02     -0.602253E+02   0.144580E+03     -0.605340E-13   0.145661E-12

                                    0.139790E-13  -0.332289E-13     -0.605340E-13   0.145661E-12     -0.103342E-02   0.200204E-02

      0.00000    46336.52730       -0.288215E+01   0.669842E+01      0.133093E+02  -0.309322E+02      0.143084E-13  -0.328552E-13

                                    0.133093E+02  -0.309322E+02     -0.614600E+02   0.142840E+03     -0.617309E-13   0.143881E-12

                                    0.143084E-13  -0.328552E-13     -0.617309E-13   0.143881E-12     -0.111681E-02   0.201590E-02

      0.00000    46376.85500       -0.293284E+01   0.661813E+01      0.135434E+02  -0.305614E+02      0.146098E-13  -0.324785E-13

                                    0.135434E+02  -0.305614E+02     -0.625410E+02   0.141128E+03     -0.627654E-13   0.142139E-12

                                    0.146098E-13  -0.324785E-13     -0.627654E-13   0.142139E-12     -0.120869E-02   0.201649E-02

      0.00000    46417.18270       -0.297746E+01   0.654059E+01      0.137494E+02  -0.302033E+02      0.148861E-13  -0.321030E-13

                                    0.137494E+02  -0.302033E+02     -0.634925E+02   0.139474E+03     -0.636646E-13   0.140468E-12

                                    0.148861E-13  -0.321030E-13     -0.636646E-13   0.140468E-12     -0.130556E-02   0.200025E-02

      0.00000    46457.51040       -0.301742E+01   0.646666E+01      0.139340E+02  -0.298619E+02      0.151404E-13  -0.317316E-13

                                    0.139340E+02  -0.298619E+02     -0.643447E+02   0.137898E+03     -0.644628E-13   0.138889E-12

                                    0.151404E-13  -0.317316E-13     -0.644628E-13   0.138889E-12     -0.140234E-02   0.196521E-02

      0.00000    46497.83810       -0.305419E+01   0.639666E+01      0.141038E+02  -0.295387E+02      0.153758E-13  -0.313657E-13

                                    0.141038E+02  -0.295387E+02     -0.651288E+02   0.136405E+03     -0.651959E-13   0.137409E-12

                                    0.153758E-13  -0.313657E-13     -0.651959E-13   0.137409E-12     -0.149337E-02   0.191157E-02

      0.00000    46538.16580       -0.308909E+01   0.633041E+01      0.142649E+02  -0.292328E+02      0.155949E-13  -0.310065E-13

                                    0.142649E+02  -0.292328E+02     -0.658729E+02   0.134992E+03     -0.658959E-13   0.136021E-12

                                    0.155949E-13  -0.310065E-13     -0.658959E-13   0.136021E-12     -0.157349E-02   0.184178E-02

      0.00000    46578.49350       -0.312313E+01   0.626736E+01      0.144221E+02  -0.289416E+02      0.157999E-13  -0.306540E-13

                                    0.144221E+02  -0.289416E+02     -0.665988E+02   0.133648E+03     -0.665879E-13   0.134712E-12

                                    0.157999E-13  -0.306540E-13     -0.665879E-13   0.134712E-12     -0.163900E-02   0.175993E-02

      0.00000    46618.82120       -0.315694E+01   0.620673E+01      0.145782E+02  -0.286617E+02      0.159925E-13  -0.303078E-13

                                    0.145782E+02  -0.286617E+02     -0.673198E+02   0.132355E+03     -0.672865E-13   0.133459E-12

                                    0.159925E-13  -0.303078E-13     -0.672865E-13   0.133459E-12     -0.168811E-02   0.167084E-02

      0.00000    46659.14890       -0.319075E+01   0.614776E+01      0.147344E+02  -0.283893E+02      0.161740E-13  -0.299677E-13

                                    0.147344E+02  -0.283893E+02     -0.680408E+02   0.131097E+03     -0.679968E-13   0.132245E-12

                                    0.161740E-13  -0.299677E-13     -0.679968E-13   0.132245E-12     -0.172085E-02   0.157917E-02

      0.00000    46699.47660       -0.322446E+01   0.608983E+01      0.148900E+02  -0.281218E+02      0.163445E-13  -0.296333E-13

                                    0.148900E+02  -0.281218E+02     -0.687597E+02   0.129862E+03     -0.687155E-13   0.131052E-12

                                    0.163445E-13  -0.296333E-13     -0.687155E-13   0.131052E-12     -0.173859E-02   0.148881E-02

      0.00000    46739.80430       -0.325779E+01   0.603257E+01      0.150439E+02  -0.278574E+02      0.165045E-13  -0.293049E-13

                                    0.150439E+02  -0.278574E+02     -0.694703E+02   0.128641E+03     -0.694349E-13   0.129871E-12

                                    0.165045E-13  -0.293049E-13     -0.694349E-13   0.129871E-12     -0.174353E-02   0.140254E-02

      0.00000    46780.13200       -0.329042E+01   0.597588E+01      0.151946E+02  -0.275956E+02      0.166541E-13  -0.289833E-13

                                    0.151946E+02  -0.275956E+02     -0.701662E+02   0.127432E+03     -0.701468E-13   0.128698E-12

                                    0.166541E-13  -0.289833E-13     -0.701468E-13   0.128698E-12     -0.173812E-02   0.132208E-02

      0.00000    46820.45970       -0.332215E+01   0.591989E+01      0.153412E+02  -0.273371E+02      0.167939E-13  -0.286695E-13

                                    0.153412E+02  -0.273371E+02     -0.708429E+02   0.126238E+03     -0.708447E-13   0.127537E-12

                                    0.167939E-13  -0.286695E-13     -0.708447E-13   0.127537E-12     -0.172470E-02   0.124828E-02

      0.00000    46860.78740       -0.335295E+01   0.586480E+01      0.154833E+02  -0.270827E+02      0.169252E-13  -0.283646E-13

                                    0.154833E+02  -0.270827E+02     -0.714995E+02   0.125063E+03     -0.715263E-13   0.126389E-12

                                    0.169252E-13  -0.283646E-13     -0.715263E-13   0.126389E-12     -0.170531E-02   0.118131E-02

      0.00000    46901.11510       -0.338292E+01   0.581085E+01      0.156218E+02  -0.268335E+02      0.170496E-13  -0.280695E-13

                                    0.156218E+02  -0.268335E+02     -0.721388E+02   0.123913E+03     -0.721936E-13   0.125261E-12

                                    0.170496E-13  -0.280695E-13     -0.721936E-13   0.125261E-12     -0.168158E-02   0.112097E-02

      0.00000    46941.44280       -0.341237E+01   0.575818E+01      0.157578E+02  -0.265903E+02      0.171695E-13  -0.277849E-13

                                    0.157578E+02  -0.265903E+02     -0.727667E+02   0.122790E+03     -0.728514E-13   0.124158E-12

                                    0.171695E-13  -0.277849E-13     -0.728514E-13   0.124158E-12     -0.165474E-02   0.106686E-02

      0.00000    46981.77050       -0.344165E+01   0.570679E+01      0.158930E+02  -0.263530E+02      0.172871E-13  -0.275102E-13

                                    0.158930E+02  -0.263530E+02     -0.733911E+02   0.121694E+03     -0.735071E-13   0.123077E-12

                                    0.172871E-13  -0.275102E-13     -0.735071E-13   0.123077E-12     -0.162572E-02   0.101852E-02

      0.00000    47022.09820       -0.347113E+01   0.565654E+01      0.160291E+02  -0.261210E+02      0.174046E-13  -0.272445E-13

                                    0.160291E+02  -0.261210E+02     -0.740198E+02   0.120622E+03     -0.741685E-13   0.122018E-12

                                    0.174046E-13  -0.272445E-13     -0.741685E-13   0.122018E-12     -0.159525E-02   0.975516E-03

      0.00000    47062.42590       -0.350113E+01   0.560709E+01      0.161676E+02  -0.258926E+02      0.175239E-13  -0.269860E-13

                                    0.161676E+02  -0.258926E+02     -0.746594E+02   0.119568E+03     -0.748414E-13   0.120972E-12

                                    0.175239E-13  -0.269860E-13     -0.748414E-13   0.120972E-12     -0.156386E-02   0.937432E-03

      0.00000    47102.75360       -0.353178E+01   0.555803E+01      0.163092E+02  -0.256660E+02      0.176460E-13  -0.267324E-13

                                    0.163092E+02  -0.256660E+02     -0.753130E+02   0.118522E+03     -0.755288E-13   0.119931E-12

                                    0.176460E-13  -0.267324E-13     -0.755288E-13   0.119931E-12     -0.153203E-02   0.903890E-03

      0.00000    47143.08130       -0.356304E+01   0.550890E+01      0.164535E+02  -0.254392E+02      0.177709E-13  -0.264814E-13

                                    0.164535E+02  -0.254392E+02     -0.759797E+02   0.117474E+03     -0.762297E-13   0.118886E-12

                                    0.177709E-13  -0.264814E-13     -0.762297E-13   0.118886E-12     -0.150013E-02   0.874517E-03

      0.00000    47183.40900       -0.359471E+01   0.545933E+01      0.165998E+02  -0.252103E+02      0.178979E-13  -0.262310E-13

                                    0.165998E+02  -0.252103E+02     -0.766551E+02   0.116417E+03     -0.769393E-13   0.117829E-12

                                    0.178979E-13  -0.262310E-13     -0.769393E-13   0.117829E-12     -0.146847E-02   0.848948E-03

      0.00000    47223.73670       -0.362648E+01   0.540910E+01      0.167465E+02  -0.249783E+02      0.180256E-13  -0.259798E-13

                                    0.167465E+02  -0.249783E+02     -0.773326E+02   0.115346E+03     -0.776506E-13   0.116755E-12

                                    0.180256E-13  -0.259798E-13     -0.776506E-13   0.116755E-12     -0.143725E-02   0.826836E-03

      0.00000    47264.06440       -0.365801E+01   0.535811E+01      0.168921E+02  -0.247429E+02      0.181527E-13  -0.257272E-13

                                    0.168921E+02  -0.247429E+02     -0.780048E+02   0.114258E+03     -0.783563E-13   0.115663E-12

                                    0.181527E-13  -0.257272E-13     -0.783563E-13   0.115663E-12     -0.140662E-02   0.807880E-03

      0.00000    47304.39210       -0.368896E+01   0.530641E+01      0.170350E+02  -0.245041E+02      0.182774E-13  -0.254733E-13

                                    0.170350E+02  -0.245041E+02     -0.786648E+02   0.113156E+03     -0.790489E-13   0.114552E-12

                                    0.182774E-13  -0.254733E-13     -0.790489E-13   0.114552E-12     -0.137667E-02   0.791838E-03

      0.00000    47344.71980       -0.371907E+01   0.525415E+01      0.171740E+02  -0.242628E+02      0.183988E-13  -0.252186E-13

                                    0.171740E+02  -0.242628E+02     -0.793068E+02   0.112041E+03     -0.797229E-13   0.113428E-12

                                    0.183988E-13  -0.252186E-13     -0.797229E-13   0.113428E-12     -0.134747E-02   0.778535E-03

      0.00000    47385.04750       -0.374814E+01   0.520159E+01      0.173083E+02  -0.240201E+02      0.185159E-13  -0.249644E-13

                                    0.173083E+02  -0.240201E+02     -0.799269E+02   0.110921E+03     -0.803737E-13   0.112295E-12

                                    0.185159E-13  -0.249644E-13     -0.803737E-13   0.112295E-12     -0.131910E-02   0.767847E-03
